内置番号,卡号,姓名,姓氏提取,匹配类型,骑砍ID,罗马音名,家族,文化,类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派,事件获取
932,571,武将,多米元忠,多米元忠,姓氏推断,,67,satomi_mototada,clan_satomi_1,kanto,Tomi Mototada,,1519,1549,1590,刀剑,73,30,58,77,72,2,3,0,1,2,3,2,0,0,0,2,0,1,1,0,0,无,强袭，连续斩，拔突，刚弓，刚力，铁壁,无,,,,,,只限武将,82,82,普通,勇敢,普通,慎重,重视情义,89,书籍,贪心,嗜酒如命,其他,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已死亡,多米元忠,无效,无效,无,无效,无,已登场,多米元忠,浪人,其他,无,小仓之町,无,一般条件,,
493,600,筒井顺庆,筒井,精确匹配,lord_1_tsutsui,Tsutsui Junkei,clan_tsutsui_1,kinai,精确匹配织丰,,1549,1563,1584,病死,筒井顺昭,819,,,筒井定次 筒井顺昭,全职种,3,3,温和,胆小,现实,慎重,普通,50,艺术品,普通,普通,藤原氏,刀剑,56,44,71,68,70,2,1,1,0,2,1,1,0,1,1,1,1,2,2,1,1,无,强袭，刚弓,无,一般条件,,,未登场,筒井顺庆,家老,直臣,筒井家,大和郡山城,无,已登场,筒井顺庆,大名,首领,筒井家,大和郡山城,无,已登场,筒井顺庆,大名,首领,筒井家,大和郡山城,无,已登场,筒井顺庆,大名,首领,筒井家,大和郡山城,无,已登场,筒井顺庆,大名,首领,筒井家,大和郡山城,无,已登场,筒井顺庆,国主,直臣,织田家,大和郡山城,无,已登场,筒井顺庆,大名,首领,筒井家,大和郡山城,无,已死亡,筒井顺庆,无效,无效,无,无效,无,已登场,筒井顺庆,浪人,其他,无,轮岛之町,无,
494,602,角隈石宗,角隈,需新建,lord_1_tsunokumaishishuu,Tsunokuma Sekisyu,,,,,1511,1554,1578,战死,,,,,,只限武将,96,96,普通,普通,理想,普通,普通,40,书籍,普通,普通,其他,刀剑,68,55,45,83,76,3,2,2,2,0,1,4,0,1,0,0,3,0,0,0,1,无,强袭，丢钱,无,无要求,,,已登场,角隈石宗,足轻大将,陪臣（大友义镇）,大友家,府内城,无,已登场,角隈石宗,部将,直臣,大友家,府内城,无,已登场,角隈石宗,侍大将,直臣,大友家,府内城,无,已登场,角隈石宗,部将,直臣,大友家,府内城,无,已登场,角隈石宗,部将,直臣,大友家,府内城,无,已死亡,角隈石宗,无效,无效,无,无效,无,已死亡,角隈石宗,无效,无效,无,无效,无,已死亡,角隈石宗,无效,无效,无,无效,无,已登场,角隈石宗,浪人,其他,无,津山之町,无,
495,603,津野亲忠,津野,姓氏推断,lord_1_tsuno,Tsuno Heizou,clan_tsuno_1,nankai,家族和文化自动推断,,1572,1586,1600,病死,长宗我部元亲,483,长宗我部国亲,481,香川亲和 吉良亲贞 吉良亲实 香宗我部亲泰 长宗我部国亲 长宗我部信亲 长宗我部元亲 长宗我部盛亲,只限武将,80,80,普通,勇敢,理想,轻率,普通,86,艺术品,普通,普通,其他,刀剑,43,40,55,40,68,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,无,强袭,无,无要求,,,未登场,津野亲忠,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,津野亲忠,足轻组头,陪臣（长宗我部元亲）,长宗我部家,冈丰城,无,未登场,津野亲忠,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,津野亲忠,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,津野亲忠,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,津野亲忠,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,津野亲忠,足轻组头,直臣,长宗我部家,冈丰城,无,已登场,津野亲忠,侍大将,直臣,长宗我部家,冈丰城,无,已登场,津野亲忠,船头,直臣,盐饱水军,盐饱之砦,无,
496,606,土居宗珊,土居,精确匹配,lord_1_doi_3,Doi Sozan,clan_doi_1,nankai,精确匹配织丰,,1518,1554,1572,战死,,,,,,只限武将,20,20,性急,勇敢,理想,慎重,重视情义,22,书籍,无欲,普通,其他,刀剑,68,40,68,69,80,2,1,1,0,1,0,3,0,1,1,0,2,1,1,1,0,无,强袭,无,一般条件,,,已登场,土居宗珊,家老,直臣,一条家,中村城,无,已登场,土居宗珊,家老,直臣,一条家,中村城,无,已登场,土居宗珊,家老,直臣,一条家,中村城,无,已登场,土居宗珊,家老,直臣,一条家,中村城,无,已死亡,土居宗珊,无效,无效,无,无效,无,已死亡,土居宗珊,无效,无效,无,无效,无,已死亡,土居宗珊,无效,无效,无,无效,无,已死亡,土居宗珊,无效,无效,无,无效,无,已登场,土居宗珊,浪人,其他,无,丸龟之町,无,
937,907,武将,山崎吉家,山崎吉家,精确匹配,山崎吉家,100,lord_1_yamazaki,clan_yamazaki_1,hokuriku,Yamazaki Yoshiie,Yamazaki Yoshiie,1516,1549,1573,刀剑,46,39,65,66,64,1,2,0,0,0,0,2,1,0,2,0,0,2,1,1,1,无,强袭,无,,,,,,全职种,50,50,性急,勇敢,普通,轻率,普通,75,书籍,贪心,普通,源氏,已登场,山崎吉家,足轻大将,直臣,朝仓家,一乘谷城,无,已登场,山崎吉家,足轻大将,直臣,朝仓家,一乘谷城,无,已登场,山崎吉家,足轻大将,直臣,朝仓家,一乘谷城,无,已登场,山崎吉家,足轻大将,直臣,朝仓家,一乘谷城,无,已死亡,山崎吉家,无效,无效,无,无效,无,已死亡,山崎吉家,无效,无效,无,无效,无,已死亡,山崎吉家,无效,无效,无,无效,无,已死亡,山崎吉家,无效,无效,无,无效,无,已登场,山崎吉家,部将,直臣,山中家,江户城,无,无要求,,
497,607,土井利胜,土井,需新建,lord_1_tsuchiiri,Doi Toshikatsu,clan_doi_1,nankai,家族和文化自动推断,,1573,1587,1644,病死,,,,,,只限武将,90,90,温和,勇敢,现实,慎重,重视情义,19,书籍,无欲,普通,藤原氏,刀剑,38,21,84,64,76,1,0,1,0,1,0,1,0,0,3,2,3,3,3,1,1,无,强袭，丢钱,无,一般条件,,,未登场,土井利胜,足轻组头,陪臣（松平竹千代）,松平家,冈崎城,无,未登场,土井利胜,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,土井利胜,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,土井利胜,足轻组头,直臣,德川家,冈崎城,无,未登场,土井利胜,足轻组头,直臣,德川家,滨松城,无,未登场,土井利胜,足轻组头,直臣,德川家,滨松城,无,未登场,土井利胜,足轻组头,直臣,德川家,滨松城,无,已登场,土井利胜,侍大将,直臣,德川家,江户城,无,已登场,土井利胜,浪人,其他,无,赤间关之町,无,
498,608,东乡重位,东乡,需新建,lord_1_juui,Togo Shigekata,,,,,1561,1575,1643,病死,,,,,,没那个意思,40,40,普通,勇敢,理想,普通,普通,71,武具,无欲,嗜酒如命,平氏,刀剑,19,91,17,16,38,1,0,1,0,2,4,2,0,0,0,0,0,1,1,0,0,无,强袭，连续斩，八神太刀，一之太刀，碁盘斩，拔突，刚弓，神妙剑，当身，刚力，金刚力，铁壁，气声，辱骂，大喝，炯眼，罗刹,剑豪,一般条件,,,未登场,东乡重位,足轻组头,直臣,岛津家,内城,无,未登场,东乡重位,足轻组头,直臣,岛津家,内城,无,未登场,东乡重位,足轻组头,直臣,岛津家,内城,无,未登场,东乡重位,足轻组头,直臣,岛津家,内城,无,已登场,东乡重位,足轻组头,直臣,岛津家,内城,无,已登场,东乡重位,足轻大将,直臣,岛津家,内城,无,已登场,东乡重位,足轻大将,直臣,岛津家,内城,无,已登场,东乡重位,侍大将,直臣,岛津家,内城,示显流,已登场,东乡重位,大名,首领,东乡家,盛冈城,无,
499,609,藤堂高虎,藤堂,精确匹配,lord_1_todo_2,Todo Takatora,clan_todo_1,kinai,精确匹配织丰,,1556,1570,1630,病死,,,,,,全职种,90,90,温和,普通,现实,普通,不重情义,90,南蛮物,贪心,普通,源氏,枪,83,70,87,90,74,3,2,3,3,1,2,2,2,4,2,4,3,2,4,2,0,齐射，紧急修补，激励,强袭，拔突，二连苦无，急所击，铁壁，丢钱,雄辩,一般条件,,,未登场,藤堂高虎,足轻组头,直臣,浅井家,小谷城,无,未登场,藤堂高虎,足轻组头,直臣,浅井家,小谷城,无,未登场,藤堂高虎,足轻组头,直臣,浅井家,小谷城,无,未登场,藤堂高虎,足轻组头,直臣,浅井家,小谷城,无,已登场,藤堂高虎,足轻组头,直臣,织田家,岐阜城,无,已登场,藤堂高虎,足轻大将,直臣,织田家,安土城,无,已登场,藤堂高虎,侍大将,陪臣（羽柴秀长）,羽柴家,姬路城,无,已登场,藤堂高虎,大名,首领,藤堂家,宇和岛城,无,已登场,藤堂高虎,中忍,直臣,伊贺众,伊贺之里,无,
500,610,远山景任,远山,姓氏推断,lord_1_toyama_kagetou,Toyama Takuma,clan_toyama_1,kanto,家族和文化自动推断,,1529,1554,1572,病死,,,,,,只限武将,6,6,普通,普通,普通,慎重,普通,38,武具,普通,普通,藤原氏,刀剑,47,43,46,53,41,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,无,强袭,无,无要求,,,已登场,远山景任,城主,直臣,斋藤家,岩村城,无,已登场,远山景任,城主,直臣,斋藤家,岩村城,无,已登场,远山景任,城主,直臣,斋藤家,岩村城,无,已登场,远山景任,城主,直臣,织田家,岩村城,无,已死亡,远山景任,无效,无效,无,无效,无,已死亡,远山景任,无效,无效,无,无效,无,已死亡,远山景任,无效,无效,无,无效,无,已死亡,远山景任,无效,无效,无,无效,无,已登场,远山景任,足轻组头,直臣,山中家,江户城,无,
501,611,远山纲景,远山,精确匹配,dead_lord_1_toyama_2,Toyama Tsunakage,clan_toyama_1,kanto,精确匹配织丰,,1513,1554,1564,病死,,,,,,全职种,82,82,温和,普通,普通,慎重,重视情义,40,书籍,普通,普通,藤原氏,刀剑,48,53,51,52,53,0,0,1,0,0,0,1,0,1,0,0,0,3,0,1,1,无,强袭,无,无要求,,,已登场,远山纲景,部将,直臣,北条家,小田原城,无,已登场,远山纲景,侍大将,直臣,北条家,小田原城,无,已登场,远山纲景,家老,直臣,北条家,小田原城,无,已死亡,远山纲景,无效,无效,无,无效,无,已死亡,远山纲景,无效,无效,无,无效,无,已死亡,远山纲景,无效,无效,无,无效,无,已死亡,远山纲景,无效,无效,无,无效,无,已死亡,远山纲景,无效,无效,无,无效,无,已登场,远山纲景,足轻组头,直臣,山中家,江户城,无,
502,612,户川秀安,户川,需新建,lord_1_hideyasu,Togawa Hideyasu,,,,,1533,1554,1592,病死,,,,,户川逵安,只限武将,15,15,普通,普通,普通,轻率,重视情义,30,武具,普通,普通,其他,刀剑,68,57,62,53,58,2,1,3,1,1,2,2,0,1,0,0,1,0,1,0,0,无,强袭，拔突，急所击，铁壁,无,无要求,,,已登场,户川秀安,侍大将,陪臣（宇喜多直家）,浦上家,天神山城,无,已登场,户川秀安,侍大将,陪臣（宇喜多直家）,浦上家,天神山城,无,已登场,户川秀安,侍大将,陪臣（宇喜多直家）,浦上家,天神山城,无,已登场,户川秀安,侍大将,陪臣（宇喜多直家）,浦上家,天神山城,无,已登场,户川秀安,侍大将,陪臣（宇喜多直家）,浦上家,冈山城,无,已登场,户川秀安,侍大将,直臣,宇喜多家,冈山城,无,已登场,户川秀安,侍大将,直臣,宇喜多家,冈山城,无,已死亡,户川秀安,无效,无效,无,无效,无,已登场,户川秀安,浪人,其他,无,土崎凑之町,无,
944,374,武将,后藤宗印,後藤宗印,姓氏推断,,50,matsuura_shuuin,clan_matsuura_1,saikai,Goto Shuin,,1545,1559,1627,火绳枪,52,53,63,61,57,2,2,3,3,1,1,2,1,3,1,2,3,1,3,1,1,加护,拔突，急所击，丢钱,无,,,,,,没那个意思,0,0,普通,普通,理想,轻率,普通,35,南蛮物,无欲,嗜酒如命,藤原氏,未登场,后藤宗印,浪人,其他,无,平户之町,无,未登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,甲府之町,无,一般条件,,
503,613,户川逵安,户川,需新建,lord_1_kian,Togawa Tomoyasu,,,,,1567,1581,1627,病死,户川秀安,502,,,户川秀安,全职种,15,78,性急,普通,普通,轻率,不重情义,47,书籍,普通,普通,其他,枪,52,55,54,61,57,0,1,2,1,0,1,1,0,0,0,1,0,2,0,0,0,无,拔突,无,无要求,,,未登场,户川逵安,足轻组头,陪臣（户川秀安）,浦上家,天神山城,无,未登场,户川逵安,足轻组头,陪臣（户川秀安）,浦上家,天神山城,无,未登场,户川逵安,足轻组头,陪臣（户川秀安）,浦上家,天神山城,无,未登场,户川逵安,足轻组头,陪臣（户川秀安）,浦上家,天神山城,无,未登场,户川逵安,足轻组头,陪臣（户川秀安）,浦上家,冈山城,无,已登场,户川逵安,足轻组头,陪臣（户川秀安）,宇喜多家,冈山城,无,已登场,户川逵安,侍大将,陪臣（户川秀安）,宇喜多家,冈山城,无,已登场,户川逵安,部将,直臣,宇喜多家,冈山城,无,已登场,户川逵安,浪人,其他,无,鹿儿岛之町,无,
504,615,土岐赖次,土岐,需新建,lord_1_toki,Toki Yoritsugu,,,,,1545,1559,1614,病死,,,,,,只限武将,10,10,温和,胆小,普通,轻率,普通,10,艺术品,贪心,普通,源氏,刀剑,23,16,24,23,11,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,无,强袭,无,无要求,,,未登场,土岐赖次,足轻组头,陪臣（松永久秀）,织田家,信贵山城,无,未登场,土岐赖次,足轻组头,陪臣（松永久秀）,三好家,多闻山城,无,已登场,土岐赖次,足轻组头,陪臣（松永久秀）,三好家,信贵山城,无,已登场,土岐赖次,足轻组头,陪臣（松永久秀）,织田家,信贵山城,无,已登场,土岐赖次,足轻组头,陪臣（松永久秀）,织田家,信贵山城,无,已登场,土岐赖次,浪人,其他,无,奈良之町,无,已登场,土岐赖次,浪人,其他,无,奈良之町,无,已登场,土岐赖次,足轻组头,直臣,丰臣家,大坂城,无,已登场,土岐赖次,浪人,其他,无,滨松之町,无,
505,616,得居通之,得居,需新建,lord_1_tokuitooriyuki,Tokuitsu Michiyuki,,,,,1549,1563,1597,病死,村上通康,291,,,来岛通总 村上通康,全职种,25,25,性急,勇敢,理想,轻率,不重情义,55,武具,普通,嗜酒如命,其他,刀剑,65,67,27,48,55,1,1,2,3,2,1,1,2,0,0,0,0,0,0,0,0,无,强袭，二连苦无，刚弓,无,无要求,,,未登场,得居通之,部将,直臣,河野家,汤筑城,无,未登场,得居通之,部将,直臣,河野家,汤筑城,无,已登场,得居通之,部将,直臣,河野家,汤筑城,无,已登场,得居通之,部将,直臣,河野家,汤筑城,无,已登场,得居通之,部将,直臣,河野家,汤筑城,无,已登场,得居通之,部将,直臣,河野家,汤筑城,无,已登场,得居通之,部将,直臣,河野家,汤筑城,无,已死亡,得居通之,无效,无效,无,无效,无,已登场,得居通之,浪人,其他,无,滨松之町,无,
506,617,德川家康,德川,精确匹配,lord_1_tokugawa,Tokugawa Ieyasu,clan_tokugawa_1,tokai,精确匹配织丰,,1542,1554,1616,病死,松平广忠,804,松平清康,###,德川信康 德川秀忠 松平忠吉 水野胜成 水野忠重 水野信元 结城秀康 松平广忠,只限武将,90,90,普通,胆小,现实,慎重,普通,98,书籍,贪心,普通,源氏,火绳枪,88,79,99,98,97,4,3,3,1,2,1,4,1,4,4,3,3,2,3,1,4,齐攻，土龙攻，紧急修补，三河武者，影武者,急所击，二挺击，刚弓，伤药，止血，丢钱,无,不可,德川四天王 酒井忠次/本多忠胜/榊原康政/井伊直政,"主角丰臣秀吉，剧情家康臣服
    主角石田三成，关原之战胜利
    主角真田幸村，大阪夏之阵胜利",未登场,松平竹千代,部将,直臣,松平家,冈崎城,无,已登场,松平元康,部将,直臣,今川家,骏府城,无,已登场,松平元康,城主,直臣,今川家,冈崎城,无,已登场,德川家康,大名,首领,德川家,冈崎城,无,已登场,德川家康,大名,首领,德川家,滨松城,无,已登场,德川家康,大名,首领,德川家,滨松城,无,已登场,德川家康,大名,首领,德川家,滨松城,无,已登场,德川家康,大名,首领,德川家,江户城,无,已登场,德川家康,足轻组头,直臣,河尻家,水户城,无,
507,618,德川信康,德川,精确匹配,lord_1_tokugawa_2,Tokugawa Nobuyasu,clan_tokugawa_1,tokai,精确匹配织丰,,1559,1573,1579,战死,德川家康,506,松平广忠,804,德川家康 德川秀忠 松平忠吉 结城秀康 松平广忠,只限武将,90,90,普通,普通,理想,轻率,不重情义,78,武具,普通,普通,源氏,刀剑,72,78,63,51,88,3,2,1,0,2,1,1,0,1,2,0,2,1,2,1,1,无,强袭，刚弓,无,一般条件,冈崎三奉行 天野康景/高力清长/本多重次,,未登场,德川信康,侍大将,陪臣（松平竹千代）,松平家,冈崎城,无,未登场,德川信康,部将,陪臣（松平元康）,今川家,骏府城,无,未登场,德川信康,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,德川信康,家老,直臣,德川家,冈崎城,无,已登场,德川信康,城主,直臣,德川家,冈崎城,无,已死亡,德川信康,无效,无效,无,无效,无,已死亡,德川信康,无效,无效,无,无效,无,已死亡,德川信康,无效,无效,无,无效,无,已登场,德川信康,足轻组头,直臣,河尻家,水户城,无,
508,619,德川秀忠,德川,姓氏推断,lord_1_tokugawa_hidetada,Tokugawa Hidetada,clan_tokugawa_1,tokai,家族和文化自动推断,,1579,1593,1632,病死,德川家康,506,松平广忠,804,德川家康 德川信康 松平忠吉 结城秀康 松平广忠,只限武将,90,90,温和,胆小,现实,轻率,普通,60,书籍,无欲,普通,源氏,火绳枪,63,28,85,75,79,1,0,2,0,1,1,2,0,3,3,3,3,3,2,2,0,三河武者,急所击，丢钱,无,一般条件,,,未登场,德川秀忠,侍大将,陪臣（松平竹千代）,松平家,冈崎城,无,未登场,德川秀忠,部将,陪臣（松平元康）,今川家,骏府城,无,未登场,德川秀忠,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,德川秀忠,家老,直臣,德川家,冈崎城,无,未登场,德川秀忠,家老,直臣,德川家,滨松城,无,未登场,德川秀忠,家老,直臣,德川家,滨松城,无,未登场,德川秀忠,家老,直臣,德川家,滨松城,无,已登场,德川秀忠,家老,直臣,德川家,江户城,柳生新阴流,已登场,德川秀忠,足轻组头,直臣,河尻家,水户城,无,
509,620,户泽盛安,户泽,姓氏推断,lord_1_tozawa_moriyasu,Tozawa Masazumi,clan_tozawa_1,ou,家族和文化自动推断,,1566,1580,1590,病死,,,,,,只限武将,50,50,普通,勇敢,普通,轻率,不重情义,75,武具,普通,普通,平氏,刀剑,74,70,43,60,75,3,2,1,0,2,3,2,0,1,1,0,2,0,2,1,0,风林火山,强袭，连续斩，拔突，刚弓，刚力，铁壁,无,无要求,,,未登场,户泽盛安,浪人,其他,无,土崎凑之町,无,未登场,户泽盛安,浪人,其他,无,土崎凑之町,无,未登场,户泽盛安,浪人,其他,无,土崎凑之町,无,未登场,户泽盛安,浪人,其他,无,土崎凑之町,无,未登场,户泽盛安,浪人,其他,无,土崎凑之町,无,已登场,户泽盛安,浪人,其他,无,土崎凑之町,无,已登场,户泽盛安,城主,直臣,最上家,角馆城,无,已死亡,户泽盛安,无效,无效,无,无效,无,已登场,户泽盛安,浪人,其他,无,鸣门之町,无,
510,621,富田景政,富田,需新建,lord_1_tomitakagemasa,Tomita Kagemasa,,,,,1527,1554,1601,病死,富田景家,1320,,,富田重政 富田势源,只限武将,80,80,普通,普通,普通,慎重,重视情义,23,武具,无欲,普通,其他,刀剑,72,84,35,56,51,2,1,0,0,2,3,3,2,0,0,0,0,1,0,0,0,无,强袭，连续斩，切落，绝妙剑，拔突，二连苦无，刚弓，刚力，铁壁,剑士,一般条件,,,已登场,富田景政,侍大将,直臣,朝仓家,一乘谷城,中条流,已登场,富田景政,侍大将,直臣,朝仓家,一乘谷城,中条流,已登场,富田景政,侍大将,直臣,朝仓家,一乘谷城,中条流,已登场,富田景政,侍大将,直臣,朝仓家,一乘谷城,中条流,已登场,富田景政,浪人,其他,无,敦贺之町,中条流,已登场,富田景政,浪人,其他,无,敦贺之町,中条流,已登场,富田景政,浪人,其他,无,敦贺之町,中条流,已死亡,富田景政,无效,无效,无,无效,无,已登场,富田景政,浪人,其他,无,京之町,中条流,
