类别,所属域,太阁原词,例句,我们侧名,值类型,语义,参数,档,载体,存档键,实现锚点,频率
枚举值,事件ＣＧ,結局劍豪１,"圖片表示:(事件ＣＧ,結局劍豪１,無效,無效,無效果)",Cg::tk5_udf4dfc,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,9
枚举值,事件ＣＧ,結局劍豪２,"圖片表示:(事件ＣＧ,結局劍豪２,無效,無效,褪去)",Cg::tk5_u6889e2,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,15
枚举值,事件ＣＧ,結局商人１,"圖片表示:(事件ＣＧ,結局商人１,無效,無效,褪去)",Cg::tk5_u20886f,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,14
枚举值,事件ＣＧ,結局商人２,"圖片表示:(事件ＣＧ,結局商人２,無效,無效,褪去)",Cg::tk5_u7dcf3f,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,3
枚举值,事件ＣＧ,結局奇人,"圖片表示:(事件ＣＧ,結局奇人,無效,無效,無效果)",Cg::tk5_u3b0348,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,2
枚举值,事件ＣＧ,結局忍者１,"圖片表示:(事件ＣＧ,結局忍者１,無效,無效,褪去)",Cg::tk5_u04b91b,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,7
枚举值,事件ＣＧ,結局忍者２,"圖片表示:(事件ＣＧ,結局忍者２,無效,無效,褪去)",Cg::tk5_u74a7d6,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,6
枚举值,事件ＣＧ,結局海賊１,"圖片表示:(事件ＣＧ,結局海賊１,無效,無效,褪去)",Cg::tk5_u9121f5,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,4
枚举值,事件ＣＧ,結局海賊２,"圖片表示:(事件ＣＧ,結局海賊２,無效,無效,褪去)",Cg::tk5_ue83b2e,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,6
枚举值,事件ＣＧ,結局茶人,"圖片表示:(事件ＣＧ,結局茶人,無效,無效,無效果)",Cg::tk5_uf7ab62,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,4
枚举值,事件ＣＧ,結局農民,"圖片表示:(事件ＣＧ,結局農民,無效,無效,無效果)",Cg::tk5_u7406d9,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,1
枚举值,事件ＣＧ,結局醫師,"圖片表示:(事件ＣＧ,結局醫師,無效,無效,無效果)",Cg::tk5_ua78128,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,5
枚举值,事件ＣＧ,結局鍛冶工匠,"圖片表示:(事件ＣＧ,結局鍛冶工匠,無效,無效,無效果)",Cg::tk5_uf2a0ca,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,2
枚举值,事件ＣＧ,結局風雅之士,"圖片表示:(事件ＣＧ,結局風雅之士,無效,無效,褪去)",Cg::tk5_uce9b80,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,4
枚举值,事件ＣＧ,統一天下,"圖片表示:(事件ＣＧ,統一天下,無效,無效,無效果)",Cg::unify_realm,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,80
枚举值,事件ＣＧ,義昭的陰謀,"圖片表示:(事件ＣＧ,義昭的陰謀,無效,無效,褪去)",Cg::tk5_ub97644,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,3
枚举值,事件ＣＧ,義隆の最期,"圖片表示:(事件ＣＧ,義隆の最期,無效,無效,回旋擦出)",Cg::tk5_ubaf172,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,6
枚举值,事件ＣＧ,議論,"圖片表示:(事件ＣＧ,議論,無效,無效,褪去)",Cg::tk5_u819e4d,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,16
枚举值,事件ＣＧ,輔佐統一天下,"圖片表示:(事件ＣＧ,輔佐統一天下,無效,無效,無效果)",Cg::assist_unify,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,6
枚举值,事件ＣＧ,輝宗之死,"圖片表示:(事件ＣＧ,輝宗之死,無效,無效,褪去)",Cg::tk5_u759cca,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,4
枚举值,事件ＣＧ,野戰,"圖片表示:(事件ＣＧ,野戰,無效,無效,褪去)",Cg::tk5_u581739,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,64
枚举值,事件ＣＧ,鍋煮五右衛門,"圖片表示:(事件ＣＧ,鍋煮五右衛門,無效,無效,褪去)",Cg::tk5_u73fdc2,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,7
枚举值,事件ＣＧ,鐵甲船出渠,"圖片表示:(事件ＣＧ,鐵甲船出渠,無效,無效,圓形擦出)",Cg::tk5_u70894a,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,12
枚举值,事件ＣＧ,長篠合戰,"圖片表示:(事件ＣＧ,長篠合戰,無效,無效,褪去)",Cg::tk5_ua6a047,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,12
枚举值,事件ＣＧ,阿市御寮人,"圖片表示:(事件ＣＧ,阿市御寮人,無效,無效,圓形擦出)",Cg::tk5_u09f9ee,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,3
枚举值,事件ＣＧ,阿鼻交換地獄,"圖片表示:(事件ＣＧ,阿鼻交換地獄,無效,無效,褪去)",Cg::tk5_u5a075b,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,35
枚举值,事件ＣＧ,骷髏之酒,"圖片表示:(事件ＣＧ,骷髏之酒,無效,無效,褪去)",Cg::tk5_u6b7f70,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,4
枚举值,事件ＣＧ,鹿介對月兒發誓,"圖片表示:(事件ＣＧ,鹿介對月兒發誓,無效,無效,褪去)",Cg::tk5_u34e64f,资源,事件ＣＧ 资源名,—,T3,数据包,无,—,2
枚举值,人物類別,忍者,代入人物Ａ:(人物::忍者),ninja,枚举,人物類別 枚举值,—,T1,无,无,—,4857
枚举值,人物類別,浪人,文字列設定:(文字列Ａ)[[浪人]],ronin,枚举,人物類別 枚举值,—,T1,无,无,—,10
枚举值,人物類別,海賊,文字列設定:(文字列Ａ)[[海賊]],pirate,枚举,人物類別 枚举值,—,T1,无,无,—,212
枚举值,其他分支,其他,主人公分歧:(其他){//size=308(134),else,枚举,其他分支 枚举值,—,T0,无,无,—,651
枚举值,出現狀態,已出現,更新:(人物::相模.出現標誌)(已出現),appeared,枚举,出現狀態 枚举值,—,T1,无,无,—,969
枚举值,出現狀態,未出現,更新:(人物::マリア.出現標誌)(未出現),hidden,枚举,出現狀態 枚举值,—,T1,无,无,—,101
枚举值,圖片類型,事件ＣＧ,"圖片表示:(事件ＣＧ,城攻陷,無效,無效,褪去)",cg,枚举,圖片類型 枚举值,—,T2,05演出,无,—,932
枚举值,圖片類型,人物,調查:(人物::前田利家.事件参加可能),portrait,枚举,圖片類型 枚举值,—,T2,05演出,无,—,4741
枚举值,圖片類型,物品,更新:(物品::地球儀.所有者)(人物::天皇),item,枚举,圖片類型 枚举值,—,T2,05演出,无,—,158
枚举值,容器位置,先頭,"容器選擇:(人物Ｅ,先頭)",first,枚举,容器位置 枚举值,—,T1,Ctx,lwn_scn_state,—,2862
枚举值,容器位置,指針,"容器選擇:(人物Ｂ,指針)",cursor,枚举,容器位置 枚举值,—,T1,Ctx,lwn_scn_state,—,1
枚举值,容器位置,末尾,"容器選擇:(人物Ａ,末尾)",last,枚举,容器位置 枚举值,—,T1,Ctx,lwn_scn_state,—,1
枚举值,容器存取,保存,容器存取:(保存),save,枚举,容器存取 枚举值,—,T1,Ctx,lwn_scn_state,—,20
枚举值,容器存取,恢復,容器存取:(恢復),restore,枚举,容器存取 枚举值,—,T1,Ctx,lwn_scn_state,—,20
枚举值,容器清理,保留,"容器清理:(保留,3)",keep,枚举,容器清理 枚举值,—,T1,Ctx,lwn_scn_state,—,1
枚举值,容器清理,消去,"容器清理:(消去,1)",clear,枚举,容器清理 枚举值,—,T1,Ctx,lwn_scn_state,—,2518
枚举值,容器統計,容器記錄數,調查:(變量::容器記錄數)>(0),container_count,枚举,容器統計 枚举值,—,T1,Ctx,lwn_scn_state,—,2
枚举值,從屬類型,直臣,"人物登用:(人物Ａ,直臣,主人公)",direct_vassal,枚举,從屬類型 枚举值,—,T3,外置仓,lwn_scn_attr,—,693
枚举值,從屬類型,陪臣,"立場變更:(齋藤利三,陪臣,明智光秀)",sub_vassal,枚举,從屬類型 枚举值,—,T3,外置仓,lwn_scn_attr,—,84
枚举值,性別,女,自語:[[現在是戰國亂世……\n就算女子也應該有出人頭地的機會，\n真想成為一國一城之主啊……]],female,枚举,性別 枚举值,—,T1,引擎,无,—,0
枚举值,性別,男,調查:(人物::主人公.性別)==(男),male,枚举,性別 枚举值,—,T1,引擎,无,—,3
枚举值,排序方向,升順,"容器排序:(城,住民安定度,升順)",asc,枚举,排序方向 枚举值,—,T1,Ctx,lwn_scn_state,—,64
枚举值,排序方向,降順,"容器排序:(大名家,支配力,降順)",desc,枚举,排序方向 枚举值,—,T1,Ctx,lwn_scn_state,—,386
枚举值,排序特殊鍵,亂序,"容器排序:(無效,亂序,升順)",random,枚举,排序特殊鍵 枚举值,—,T1,Ctx,lwn_scn_state,—,24
枚举值,模板NPC,凄腕用心棒,"對話:(凄腕用心棒,主人公)[[你就是(主人公)吧？\n擾亂世間安寧的殺人狂！\n該是你還債的時候了！]]",Npc::elite_bodyguard,资源,模板NPC 资源名,—,T3,数据包,无,—,4
枚举值,模板NPC,喝醉的女人,"變名對話:(喝醉的女人,明國商人,[[酒醉女]],[[之２]])[[你是在嘴硬些什麼！\n不需要道歉了，\n準備被揍一頓…",Npc::drunk_woman,资源,模板NPC 资源名,—,T3,数据包,无,—,215
枚举值,模板NPC,喝醉的男人,"變名對話:(明國商人,喝醉的男人,[[明朝]],[[人]])[[我並沒有犯錯，\n所以沒必要道歉。]]",Npc::drunk_man,资源,模板NPC 资源名,—,T3,数据包,无,—,79
枚举值,模板NPC,奇怪的姑娘,"變名對話:(奇怪的姑娘,主人公,[[小]],[[春]])[[啊～！\n不喝這個叫我怎麼幹的下去啊！]]",Npc::strange_girl,资源,模板NPC 资源名,—,T3,数据包,无,—,125
枚举值,模板NPC,女の子,"對話:(女の子,主人公)[[我也想要跳舞！]]",Npc::young_girl,资源,模板NPC 资源名,—,T3,数据包,无,—,2
枚举值,模板NPC,婆さん,"對話:(婆さん,町民女)[[真是令人不安的事。]]",Npc::old_woman,资源,模板NPC 资源名,—,T3,数据包,无,—,75
枚举值,模板NPC,小孩,"對話:(小孩,主人公)[[大叔～]]",Npc::child,资源,模板NPC 资源名,—,T3,数据包,无,—,83
枚举值,模板NPC,明國商人,"變名對話:(足輕,明國商人,[[醉漢]],[[之１]])[[所以我說只要道個歉就沒事了！]]",Npc::ming_merchant,资源,模板NPC 资源名,—,T3,数据包,无,—,122
枚举值,模板NPC,槍術師範代,"對話:(槍術師範代,主人公)[[歡迎您大駕光臨，師父。]]",Npc::spear_instructor,资源,模板NPC 资源名,—,T3,数据包,无,—,39
枚举值,模板NPC,琉球商人,"變名對話:(琉球商人,主人公,[[孫]],[[六]])[[呼啊～\n{一人稱}不行了……]]",Npc::ryukyu_merchant,资源,模板NPC 资源名,—,T3,数据包,无,—,127
枚举值,模板NPC,米屋的老闆,"對話:(米屋的老闆,主人公)[[怎麼了嗎？]]",Npc::rice_shop_owner,资源,模板NPC 资源名,—,T3,数据包,无,—,16
枚举值,模板NPC,賊,"變名對話:(賊,主人公,[[怪異的]],[[男子]])[[！！\n（糟了！）]]",Npc::bandit,资源,模板NPC 资源名,—,T3,数据包,无,—,316
枚举值,模板NPC,頭目,"個人戰鬥:(不可逃跑,有護衛,人物Ｅ,頭目,賊,賊,賊,賊,原野,偽,偽)",Npc::boss,资源,模板NPC 资源名,—,T3,数据包,无,—,9
枚举值,武器種類,刀劍,"容器篩選:(物品,物品種類,刀劍)",sword,枚举,武器種類 枚举值,—,T1,无,无,—,7
枚举值,武器種類,弓,"容器篩選:(物品,物品種類,弓)",bow,枚举,武器種類 枚举值,—,T1,无,无,—,2
枚举值,武器種類,槍,"容器篩選:(物品,物品種類,槍)",spear,枚举,武器種類 枚举值,—,T1,无,无,—,1
枚举值,武器種類,火繩槍,"容器篩選:(物品,物品種類,火繩槍)",matchlock,枚举,武器種類 枚举值,—,T1,无,无,—,1
枚举值,武器種類,苦無,"容器篩選:(物品,物品種類,苦無)",kunai,枚举,武器種類 枚举值,—,T1,无,无,—,1
枚举值,武器種類,鎖鎌,"容器篩選:(物品,物品種類,鎖鎌)",kusarigama,枚举,武器種類 枚举值,—,T1,无,无,—,2
枚举值,決鬥場地,原野,"個人戰鬥:(不可逃跑,無護衛,無效,足輕,無效,無效,無效,無效,原野,偽,偽)",field,枚举,決鬥場地 枚举值,—,T2,03战斗,无,—,67
枚举值,決鬥場地,城主間,進入設施:(城主間),castle_hall,枚举,決鬥場地 枚举值,—,T2,03战斗,无,—,254
枚举值,決鬥場地,忍者宅庭院,"個人戰鬥:(不可逃跑,無護衛,無效,行商人,無效,無效,無效,無效,忍者宅庭院,偽,偽)",ninja_yard,枚举,決鬥場地 枚举值,—,T2,03战斗,无,—,4
枚举值,決鬥場地,武家宅庭院,"個人戰鬥:(不可逃跑,無護衛,無效,行商人,無效,無效,無效,無效,武家宅庭院,偽,偽)",samurai_yard,枚举,決鬥場地 枚举值,—,T2,03战斗,无,—,11
枚举值,決鬥場地,民家庭院,"個人戰鬥:(不可逃跑,無護衛,無效,足輕,足輕,足輕,無效,無效,民家庭院,偽,偽)",house_yard,枚举,決鬥場地 枚举值,—,T2,03战斗,无,—,16
枚举值,決鬥場地,沙灘,"個人戰鬥:(不可逃跑,無護衛,無效,鐘捲自齋,無效,無效,無效,無效,沙灘,偽,偽)",beach,枚举,決鬥場地 枚举值,—,T2,03战斗,无,—,4
枚举值,決鬥場地,船的甲板,"個人戰鬥:(不可逃跑,無護衛,無效,奈佐日本助,海賊,海賊,海賊,無效,船的甲板,偽,真)",ship_deck,枚举,決鬥場地 枚举值,—,T2,03战斗,无,—,1
枚举值,決鬥場地,道場,"發生契機:室內畫面表示後(無效,道場)",dojo_town,枚举,決鬥場地 枚举值,—,T2,03战斗,无,—,21
枚举值,決鬥場地,酒場,"發生契機:室內畫面表示後(無效,酒場)",tavern,枚举,決鬥場地 枚举值,—,T2,03战斗,无,—,63
枚举值,物品種類,兵法書,"容器設定:(物品,物品種類,兵法書)",strategy_book,枚举,物品種類 枚举值,—,T1,无,无,—,4
枚举值,物品種類,南蠻物,"容器設定:(物品,物品類型,南蠻物)",exotic,枚举,物品種類 枚举值,—,T1,无,无,—,1
枚举值,物品種類,小粒金,"圖片表示:(物品,小粒金,無效,無效,無效果)",gold_nugget,枚举,物品種類 枚举值,—,T1,无,无,—,2
枚举值,物品種類,書物,"容器設定:(物品,物品類型,書物)",book,枚举,物品種類 枚举值,—,T1,无,无,—,2
枚举值,物品種類,武器,旁白:[[投降時，(島津義久.名)沒做任何辯解，\n作為敗者願賭服輸，\n因此(豐臣秀吉.名)允?<武器>8A家的家名存…,weapon,枚举,物品種類 枚举值,—,T1,无,无,—,6
枚举值,物品種類,海外,"容器排除:(據點,所在地方,海外)",overseas,枚举,物品種類 枚举值,—,T1,无,无,—,2
枚举值,物品種類,茶器,"容器設定:(物品,物品類型,茶器)",tea_ware,枚举,物品種類 枚举值,—,T1,无,无,—,6
枚举值,物品種類,藝術品,"容器設定:(物品,物品類型,藝術品)",art,枚举,物品種類 枚举值,—,T1,无,无,—,3
枚举值,物品種類,財寶,"容器排除:(物品,物品種類,財寶)",treasure,枚举,物品種類 枚举值,—,T1,无,无,—,2
枚举值,物品種類,酒,"容器篩選:(物品,物品類型,酒)",sake,枚举,物品種類 枚举值,—,T1,无,无,—,1
枚举值,狀態值,上洛,"圖片表示:(事件ＣＧ,上洛,無效,無效,褪去)",march_kyoto,枚举,狀態值 枚举值,—,T1,无,无,—,35
枚举值,狀態值,不成立,更新:(事件標誌::72)(不成立),not_established,枚举,狀態值 枚举值,—,T1,无,无,—,199
枚举值,狀態值,不認識,更新:(人物::阿市.認識標誌)(不認識),unknown,枚举,狀態值 枚举值,—,T1,无,无,—,21
枚举值,狀態值,主人公背叛,更新:(人物::人物Ａ.關係經緯)(主人公背叛),betrayed_by_player,枚举,狀態值 枚举值,—,T1,无,无,—,20
枚举值,狀態值,健康,更新:(人物::汎用姫様.生病標誌)(健康),healthy,枚举,狀態值 枚举值,—,T1,无,无,—,19
枚举值,狀態值,偽,更新:(人物::柳生石舟齋.卡持有(卡::無刀取))(真偽::偽),false,枚举,狀態值 枚举值,—,T1,无,无,—,505
枚举值,狀態值,全職種,更新:(人物::人物Ａ.仕官傾向)(全職種),all_classes,枚举,狀態值 枚举值,—,T1,无,无,—,22
枚举值,狀態值,其他,主人公分歧:(其他){//size=308(134),else,枚举,狀態值 枚举值,—,T1,无,无,—,651
枚举值,狀態值,出撃中,更新:(人物::織田信長.出撃標誌)(出撃中),sortied,枚举,狀態值 枚举值,—,T1,无,无,—,3
枚举值,狀態值,分國統一,更新:(大名家::大名家Ｂ.大方針)(分國統一),unify_domain,枚举,狀態值 枚举值,—,T1,无,无,—,49
枚举值,狀態值,原上司,更新:(人物::人物Ａ.原屬下標誌)(原上司),ex_superior,枚举,狀態值 枚举值,—,T1,无,无,—,14
枚举值,狀態值,原同事,更新:(人物::人物Ａ.原屬下標誌)(原同事),ex_peer,枚举,狀態值 枚举值,—,T1,无,无,—,14
枚举值,狀態值,原屬下,更新:(人物::明智光秀.原屬下標誌)(原屬下),ex_subordinate,枚举,狀態值 枚举值,—,T1,无,无,—,9
枚举值,狀態值,友好,更新:(大名家::大名家Ａ.外交感情(勢力::大名家Ｃ))(友好),friendly,枚举,狀態值 枚举值,—,T1,无,无,—,193
枚举值,狀態值,只限武將,更新:(人物::人物Ａ.仕官傾向)(只限武將),generals_only,枚举,狀態值 枚举值,—,T1,无,无,—,10
枚举值,狀態值,可能,更新:(海賊衆::海賊衆Ａ.鐵甲船建造技術)(可能),available,枚举,狀態值 枚举值,—,T1,无,无,—,7
枚举值,狀態值,同盟,更新:(大名家::大名家Ｂ.外交同盟(勢力::大名家Ｃ))(同盟),alliance,枚举,狀態值 枚举值,—,T1,无,无,—,262
枚举值,狀態值,國內守備,更新:(大名家::上杉景虎.戰略)(國內守備),defend_province,枚举,狀態值 枚举值,—,T1,无,无,—,4
枚举值,狀態值,國內統一,更新:(大名家::大名家Ａ.戰略)(國內統一),unify_province,枚举,狀態值 枚举值,—,T1,无,无,—,59
枚举值,狀態值,圓滿,更新:(人物::安藤守就.關係經緯)(圓滿),excellent,枚举,狀態值 枚举值,—,T1,无,无,—,1
枚举值,狀態值,在家,更新:(人物::織田信孝.離家標誌)(在家),at_home,枚举,狀態值 枚举值,—,T1,无,无,—,174
枚举值,狀態值,地方統一,更新:(大名家::大名家Ａ.戰略)(地方統一),unify_region,枚举,狀態值 枚举值,—,T1,无,无,—,28
枚举值,狀態值,大名支援,更新:(忍者衆::伊賀衆.戰略)(大名支援),support_clan,枚举,狀態值 枚举值,—,T1,无,无,—,10
枚举值,狀態值,大名攻略,更新:(大名家::大名家Ａ.戰略)(大名攻略),conquer_clan,枚举,狀態值 枚举值,—,T1,无,无,—,141
枚举值,狀態值,小家碧玉,更新:(人物::汎用姫様.妻性格)(小家碧玉),demure,枚举,狀態值 枚举值,—,T1,无,无,—,3
枚举值,狀態值,已出現,更新:(人物::相模.出現標誌)(已出現),appeared,枚举,狀態值 枚举值,—,T1,无,无,—,969
枚举值,狀態值,已發生,更新:(事件::ECF00000_1700)(已發生),done,枚举,狀態值 枚举值,—,T1,无,无,—,2778
枚举值,狀態值,已認識,更新:(人物::寶藏院胤榮.認識標誌)(已認識),known,枚举,狀態值 枚举值,—,T1,无,无,—,482
枚举值,狀態值,已鑑定,更新:(物品::物品Ａ.鑑定標誌)(已鑑定),appraised,枚举,狀態值 枚举值,—,T1,无,无,—,18
枚举值,狀態值,平常,"對話:(ＭＰ主人,主人公)[[平常，在吾宅只有【送禮】【茶席】\n可以執行而已。\n雙方都是兩個月才能執行一次的。]]",normal,枚举,狀態值 枚举值,—,T1,无,无,—,4
枚举值,狀態值,從屬,更新:(大名家::大名家Ｂ.外交同盟(勢力::大名家Ａ))(從屬),subordinate,枚举,狀態值 枚举值,—,T1,无,无,—,195
